"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Apr., 2016"	"2016/04"	65	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"May, 2016"	"2016/05"	65	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jun., 2016"	"2016/06"	76	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Jul., 2016"	"2016/07"	70	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Aug., 2016"	"2016/08"	79	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Sep., 2016"	"2016/09"	65	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Oct., 2016"	"2016/10"	72	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Nov., 2016"	"2016/11"	61	Not Applicable	Not Applicable	Not Applicable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Dec., 2016"	"2016/12"	56	Not Applicable	Not Applicable	Not Applicable
	"Monterey County, CA"	"06053"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Jan., 2014"	"2014/01"	36	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Feb., 2014"	"2014/02"	17	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Mar., 2014"	"2014/03"	22	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Apr., 2014"	"2014/04"	21	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"May, 2014"	"2014/05"	27	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Jun., 2014"	"2014/06"	37	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Jul., 2014"	"2014/07"	26	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Aug., 2014"	"2014/08"	25	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Sep., 2014"	"2014/09"	49	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Oct., 2014"	"2014/10"	41	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Nov., 2014"	"2014/11"	32	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Dec., 2014"	"2014/12"	28	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Mar., 2015"	"2015/03"	28	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Apr., 2015"	"2015/04"	23	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"May, 2015"	"2015/05"	27	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Jun., 2015"	"2015/06"	28	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Jul., 2015"	"2015/07"	28	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Aug., 2015"	"2015/08"	15	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Sep., 2015"	"2015/09"	23	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Oct., 2015"	"2015/10"	27	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Nov., 2015"	"2015/11"	27	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Dec., 2015"	"2015/12"	23	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Jan., 2016"	"2016/01"	35	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Feb., 2016"	"2016/02"	20	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Apr., 2016"	"2016/04"	27	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"May, 2016"	"2016/05"	35	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Jun., 2016"	"2016/06"	21	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Jul., 2016"	"2016/07"	20	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Aug., 2016"	"2016/08"	20	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Sep., 2016"	"2016/09"	32	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Oct., 2016"	"2016/10"	24	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Nov., 2016"	"2016/11"	30	Not Applicable	Not Applicable	Not Applicable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Dec., 2016"	"2016/12"	24	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Jan., 2014"	"2014/01"	19	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Feb., 2014"	"2014/02"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Apr., 2014"	"2014/04"	14	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"May, 2014"	"2014/05"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Jul., 2014"	"2014/07"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Aug., 2014"	"2014/08"	23	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Sep., 2014"	"2014/09"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Oct., 2014"	"2014/10"	24	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Nov., 2014"	"2014/11"	17	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Dec., 2014"	"2014/12"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Jan., 2015"	"2015/01"	24	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Mar., 2015"	"2015/03"	27	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Apr., 2015"	"2015/04"	17	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"May, 2015"	"2015/05"	22	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Jun., 2015"	"2015/06"	23	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Jul., 2015"	"2015/07"	18	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Aug., 2015"	"2015/08"	24	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Sep., 2015"	"2015/09"	22	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Oct., 2015"	"2015/10"	20	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Nov., 2015"	"2015/11"	19	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Dec., 2015"	"2015/12"	22	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Jan., 2016"	"2016/01"	26	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Mar., 2016"	"2016/03"	26	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Apr., 2016"	"2016/04"	26	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"May, 2016"	"2016/05"	26	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Jul., 2016"	"2016/07"	25	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Sep., 2016"	"2016/09"	31	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Oct., 2016"	"2016/10"	25	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Nov., 2016"	"2016/11"	21	Not Applicable	Not Applicable	Not Applicable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Jan., 2014"	"2014/01"	17	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Apr., 2014"	"2014/04"	20	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"May, 2014"	"2014/05"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Jun., 2014"	"2014/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Jul., 2014"	"2014/07"	21	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Aug., 2014"	"2014/08"	23	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Sep., 2014"	"2014/09"	19	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Oct., 2014"	"2014/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Nov., 2014"	"2014/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Dec., 2014"	"2014/12"	25	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Feb., 2015"	"2015/02"	15	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Mar., 2015"	"2015/03"	20	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Apr., 2015"	"2015/04"	17	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"May, 2015"	"2015/05"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Jun., 2015"	"2015/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Jul., 2015"	"2015/07"	23	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Sep., 2015"	"2015/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Oct., 2015"	"2015/10"	19	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Dec., 2015"	"2015/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Jan., 2016"	"2016/01"	22	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Apr., 2016"	"2016/04"	22	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Jun., 2016"	"2016/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Jul., 2016"	"2016/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Aug., 2016"	"2016/08"	19	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Dec., 2016"	"2016/12"	20	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Jan., 2014"	"2014/01"	13	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Feb., 2014"	"2014/02"	20	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Mar., 2014"	"2014/03"	16	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Apr., 2014"	"2014/04"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Jul., 2014"	"2014/07"	25	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Sep., 2014"	"2014/09"	18	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Oct., 2014"	"2014/10"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Nov., 2014"	"2014/11"	17	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Dec., 2014"	"2014/12"	12	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Feb., 2015"	"2015/02"	25	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Apr., 2015"	"2015/04"	19	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"May, 2015"	"2015/05"	17	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Jul., 2015"	"2015/07"	18	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Aug., 2015"	"2015/08"	22	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Sep., 2015"	"2015/09"	11	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Oct., 2015"	"2015/10"	19	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Jan., 2016"	"2016/01"	22	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Feb., 2016"	"2016/02"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Mar., 2016"	"2016/03"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Apr., 2016"	"2016/04"	27	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Jun., 2016"	"2016/06"	29	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Aug., 2016"	"2016/08"	22	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Sep., 2016"	"2016/09"	18	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Oct., 2016"	"2016/10"	27	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Nov., 2016"	"2016/11"	15	Not Applicable	Not Applicable	Not Applicable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Jan., 2014"	"2014/01"	30	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Feb., 2014"	"2014/02"	42	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Mar., 2014"	"2014/03"	33	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Apr., 2014"	"2014/04"	39	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"May, 2014"	"2014/05"	34	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Jun., 2014"	"2014/06"	31	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Jul., 2014"	"2014/07"	39	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Aug., 2014"	"2014/08"	27	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Sep., 2014"	"2014/09"	43	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Oct., 2014"	"2014/10"	44	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Nov., 2014"	"2014/11"	36	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Dec., 2014"	"2014/12"	23	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Jan., 2015"	"2015/01"	37	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Feb., 2015"	"2015/02"	26	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Mar., 2015"	"2015/03"	34	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Apr., 2015"	"2015/04"	36	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"May, 2015"	"2015/05"	36	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Jun., 2015"	"2015/06"	40	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Jul., 2015"	"2015/07"	27	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Aug., 2015"	"2015/08"	47	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Sep., 2015"	"2015/09"	30	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Oct., 2015"	"2015/10"	42	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Nov., 2015"	"2015/11"	27	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Dec., 2015"	"2015/12"	29	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Jan., 2016"	"2016/01"	35	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Feb., 2016"	"2016/02"	31	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Mar., 2016"	"2016/03"	32	Not Applicable	Not Applicable	Not Applicable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Apr., 2016"	"2016/04"	35	Not Applicable	Not Applicable	Not Applicable
