"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Marion County, IN"	"18097"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"May, 2015"	"2015/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"Jun., 2015"	"2015/06"	14	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"Aug., 2015"	"2015/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2015"	"2015"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Oct., 2016"	"2016/10"	20	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, IN"	"18097"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"2015"	"2015"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	"2015"	"2015"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"2014"	"2014"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"2015"	"2015"	"Nov., 2015"	"2015/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2014"	"2014"	"Jan., 2014"	"2014/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2014"	"2014"	"Sep., 2014"	"2014/09"	14	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2014"	"2014"	"Oct., 2014"	"2014/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"Aug., 2015"	"2015/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Jan., 2014"	"2014/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Jun., 2014"	"2014/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Aug., 2014"	"2014/08"	10	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2014"	"2014"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Apr., 2015"	"2015/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"May, 2015"	"2015/05"	18	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2015"	"2015"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Mar., 2016"	"2016/03"	16	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Jun., 2016"	"2016/06"	14	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2016"	"2016"	"Nov., 2016"	"2016/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Apr., 2014"	"2014/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Sep., 2014"	"2014/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Sep., 2015"	"2015/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2016"	"2016"	"May, 2016"	"2016/05"	14	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Jun., 2014"	"2014/06"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Sep., 2014"	"2014/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"2015"	"2015"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2014"	"2014"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2016"	"2016"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Feb., 2014"	"2014/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Jun., 2014"	"2014/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2014"	"2014"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"May, 2015"	"2015/05"	13	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Jul., 2015"	"2015/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Sep., 2015"	"2015/09"	15	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Nov., 2015"	"2015/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Jul., 2016"	"2016/07"	12	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Aug., 2016"	"2016/08"	20	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Sep., 2016"	"2016/09"	18	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Oct., 2016"	"2016/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2015"	"2015"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2015"	"2015"	"Aug., 2015"	"2015/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2015"	"2015"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2015"	"2015"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2015"	"2015"	"Aug., 2015"	"2015/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Sep., 2014"	"2014/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Jan., 2015"	"2015/01"	13	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Apr., 2015"	"2015/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"May, 2015"	"2015/05"	15	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2015"	"2015"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Aug., 2016"	"2016/08"	18	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Feb., 2014"	"2014/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Mar., 2014"	"2014/03"	14	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"May, 2014"	"2014/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Jun., 2014"	"2014/06"	18	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Aug., 2014"	"2014/08"	22	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Oct., 2014"	"2014/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Nov., 2014"	"2014/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Apr., 2015"	"2015/04"	16	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Jun., 2015"	"2015/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Aug., 2015"	"2015/08"	16	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Sep., 2015"	"2015/09"	20	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2015"	"2015"	"Nov., 2015"	"2015/11"	18	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Feb., 2016"	"2016/02"	11	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Mar., 2016"	"2016/03"	16	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"May, 2016"	"2016/05"	16	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2016"	"2016"	"Nov., 2016"	"2016/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Feb., 2014"	"2014/02"	23	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Apr., 2014"	"2014/04"	18	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"May, 2014"	"2014/05"	16	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Jun., 2014"	"2014/06"	21	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Jul., 2014"	"2014/07"	18	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Aug., 2014"	"2014/08"	24	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Oct., 2014"	"2014/10"	18	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Nov., 2014"	"2014/11"	20	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2014"	"2014"	"Dec., 2014"	"2014/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jan., 2015"	"2015/01"	18	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Mar., 2015"	"2015/03"	24	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jul., 2015"	"2015/07"	17	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Sep., 2015"	"2015/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Oct., 2015"	"2015/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Nov., 2015"	"2015/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2015"	"2015"	"Dec., 2015"	"2015/12"	21	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jan., 2016"	"2016/01"	21	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"May, 2016"	"2016/05"	20	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jul., 2016"	"2016/07"	19	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Aug., 2016"	"2016/08"	15	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Sep., 2016"	"2016/09"	21	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Nov., 2016"	"2016/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2016"	"2016"	"Dec., 2016"	"2016/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Feb., 2014"	"2014/02"	13	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Apr., 2014"	"2014/04"	15	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Sep., 2014"	"2014/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2015"	"2015"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable	Not Applicable
