"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	"Jul., 2013"	"2013/07"	14	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	"Sep., 2013"	"2013/09"	16	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	"Nov., 2013"	"2013/11"	13	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	"Dec., 2013"	"2013/12"	11	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	"2010"	"2010"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Charleston County, SC"	"45019"	"2010"	"2010"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2010"	"2010"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2011"	"2011"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2012"	"2012"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2013"	"2013"	"Jan., 2013"	"2013/01"	10	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2013"	"2013"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	"2013"	"2013"	"Apr., 2013"	"2013/04"	16	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2011"	"2011"	"Sep., 2011"	"2011/09"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2012"	"2012"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2012"	"2012"	"Jul., 2012"	"2012/07"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2013"	"2013"	"May, 2013"	"2013/05"	12	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	"2011"	"2011"	"May, 2011"	"2011/05"	11	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"2010"	"2010"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	"2012"	"2012"	"Nov., 2012"	"2012/11"	10	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2010"	"2010"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2011"	"2011"	"May, 2011"	"2011/05"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2013"	"2013"	"Jan., 2013"	"2013/01"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2013"	"2013"	"May, 2013"	"2013/05"	10	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	"2013"	"2013"	"Dec., 2013"	"2013/12"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Jan., 2010"	"2010/01"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Feb., 2010"	"2010/02"	21	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Mar., 2010"	"2010/03"	14	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Apr., 2010"	"2010/04"	12	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"May, 2010"	"2010/05"	24	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Jun., 2010"	"2010/06"	19	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Jul., 2010"	"2010/07"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Sep., 2010"	"2010/09"	13	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Nov., 2010"	"2010/11"	19	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2010"	"2010"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Jan., 2011"	"2011/01"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Feb., 2011"	"2011/02"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Mar., 2011"	"2011/03"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Apr., 2011"	"2011/04"	22	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"May, 2011"	"2011/05"	14	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Jun., 2011"	"2011/06"	15	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Jul., 2011"	"2011/07"	18	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Aug., 2011"	"2011/08"	17	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Sep., 2011"	"2011/09"	15	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Oct., 2011"	"2011/10"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Nov., 2011"	"2011/11"	11	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2011"	"2011"	"Dec., 2011"	"2011/12"	24	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Jan., 2012"	"2012/01"	20	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Feb., 2012"	"2012/02"	13	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Mar., 2012"	"2012/03"	21	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Apr., 2012"	"2012/04"	18	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"May, 2012"	"2012/05"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Jun., 2012"	"2012/06"	13	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Jul., 2012"	"2012/07"	24	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Aug., 2012"	"2012/08"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Sep., 2012"	"2012/09"	10	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Oct., 2012"	"2012/10"	18	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Nov., 2012"	"2012/11"	15	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2012"	"2012"	"Dec., 2012"	"2012/12"	12	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Jan., 2013"	"2013/01"	22	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Feb., 2013"	"2013/02"	17	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Apr., 2013"	"2013/04"	15	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"May, 2013"	"2013/05"	21	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Jun., 2013"	"2013/06"	13	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Jul., 2013"	"2013/07"	14	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Aug., 2013"	"2013/08"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Sep., 2013"	"2013/09"	16	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Oct., 2013"	"2013/10"	17	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Nov., 2013"	"2013/11"	13	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	"2013"	"2013"	"Dec., 2013"	"2013/12"	14	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2011"	"2011"	"Sep., 2011"	"2011/09"	10	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2011"	"2011"	"Oct., 2011"	"2011/10"	13	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2011"	"2011"	"Dec., 2011"	"2011/12"	10	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2013"	"2013"	"Apr., 2013"	"2013/04"	11	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2013"	"2013"	"Jun., 2013"	"2013/06"	14	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2013"	"2013"	"Aug., 2013"	"2013/08"	10	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2013"	"2013"	"Sep., 2013"	"2013/09"	15	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	"2013"	"2013"	"Oct., 2013"	"2013/10"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Jan., 2010"	"2010/01"	20	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Feb., 2010"	"2010/02"	18	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Mar., 2010"	"2010/03"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Apr., 2010"	"2010/04"	16	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"May, 2010"	"2010/05"	30	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Jun., 2010"	"2010/06"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Aug., 2010"	"2010/08"	21	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Sep., 2010"	"2010/09"	18	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Oct., 2010"	"2010/10"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Nov., 2010"	"2010/11"	22	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2010"	"2010"	"Dec., 2010"	"2010/12"	17	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Jan., 2011"	"2011/01"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Feb., 2011"	"2011/02"	18	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Mar., 2011"	"2011/03"	18	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Apr., 2011"	"2011/04"	19	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"May, 2011"	"2011/05"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Jun., 2011"	"2011/06"	13	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Jul., 2011"	"2011/07"	16	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Aug., 2011"	"2011/08"	22	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Sep., 2011"	"2011/09"	30	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Oct., 2011"	"2011/10"	26	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Nov., 2011"	"2011/11"	17	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2011"	"2011"	"Dec., 2011"	"2011/12"	21	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Jan., 2012"	"2012/01"	17	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Feb., 2012"	"2012/02"	23	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Mar., 2012"	"2012/03"	17	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Apr., 2012"	"2012/04"	26	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"May, 2012"	"2012/05"	33	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Jun., 2012"	"2012/06"	17	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Jul., 2012"	"2012/07"	29	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Aug., 2012"	"2012/08"	19	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Sep., 2012"	"2012/09"	24	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Oct., 2012"	"2012/10"	24	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Nov., 2012"	"2012/11"	26	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2012"	"2012"	"Dec., 2012"	"2012/12"	16	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Jan., 2013"	"2013/01"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Feb., 2013"	"2013/02"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Mar., 2013"	"2013/03"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Apr., 2013"	"2013/04"	22	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"May, 2013"	"2013/05"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Jun., 2013"	"2013/06"	23	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Jul., 2013"	"2013/07"	25	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Aug., 2013"	"2013/08"	14	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Sep., 2013"	"2013/09"	15	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Oct., 2013"	"2013/10"	24	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Nov., 2013"	"2013/11"	22	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	"2013"	"2013"	"Dec., 2013"	"2013/12"	18	Not Applicable	Not Applicable
	"Denton County, TX"	"48121"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	"2010"	"2010"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	"2012"	"2012"	"Apr., 2012"	"2012/04"	10	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	"2012"	"2012"	"Jul., 2012"	"2012/07"	10	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	"2013"	"2013"	"Jul., 2013"	"2013/07"	11	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Jan., 2010"	"2010/01"	32	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Feb., 2010"	"2010/02"	29	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Mar., 2010"	"2010/03"	41	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Apr., 2010"	"2010/04"	31	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"May, 2010"	"2010/05"	33	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Jun., 2010"	"2010/06"	37	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Jul., 2010"	"2010/07"	49	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Aug., 2010"	"2010/08"	29	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Sep., 2010"	"2010/09"	33	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Oct., 2010"	"2010/10"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Nov., 2010"	"2010/11"	44	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2010"	"2010"	"Dec., 2010"	"2010/12"	43	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Jan., 2011"	"2011/01"	35	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Feb., 2011"	"2011/02"	40	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Mar., 2011"	"2011/03"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Apr., 2011"	"2011/04"	43	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"May, 2011"	"2011/05"	38	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Jun., 2011"	"2011/06"	29	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Jul., 2011"	"2011/07"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Aug., 2011"	"2011/08"	37	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Sep., 2011"	"2011/09"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Oct., 2011"	"2011/10"	30	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Nov., 2011"	"2011/11"	32	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2011"	"2011"	"Dec., 2011"	"2011/12"	29	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Jan., 2012"	"2012/01"	27	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Feb., 2012"	"2012/02"	30	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Mar., 2012"	"2012/03"	38	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Apr., 2012"	"2012/04"	48	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"May, 2012"	"2012/05"	42	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Jun., 2012"	"2012/06"	32	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Jul., 2012"	"2012/07"	40	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Aug., 2012"	"2012/08"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Sep., 2012"	"2012/09"	30	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Oct., 2012"	"2012/10"	41	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Nov., 2012"	"2012/11"	28	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2012"	"2012"	"Dec., 2012"	"2012/12"	37	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Jan., 2013"	"2013/01"	37	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Feb., 2013"	"2013/02"	26	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Mar., 2013"	"2013/03"	28	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Apr., 2013"	"2013/04"	35	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"May, 2013"	"2013/05"	40	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Jun., 2013"	"2013/06"	32	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Jul., 2013"	"2013/07"	35	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Aug., 2013"	"2013/08"	30	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Sep., 2013"	"2013/09"	29	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Oct., 2013"	"2013/10"	42	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Nov., 2013"	"2013/11"	36	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	"2013"	"2013"	"Dec., 2013"	"2013/12"	39	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	"2011"	"2011"	"Mar., 2011"	"2011/03"	12	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	"2011"	"2011"	"Jul., 2011"	"2011/07"	11	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	"2013"	"2013"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Nueces County, TX"	"48355"	"2012"	"2012"	"May, 2012"	"2012/05"	10	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Jan., 2010"	"2010/01"	12	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Feb., 2010"	"2010/02"	12	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Apr., 2010"	"2010/04"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"May, 2010"	"2010/05"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Jun., 2010"	"2010/06"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Jul., 2010"	"2010/07"	20	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Aug., 2010"	"2010/08"	23	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Sep., 2010"	"2010/09"	17	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2010"	"2010"	"Dec., 2010"	"2010/12"	14	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Jan., 2011"	"2011/01"	14	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Feb., 2011"	"2011/02"	12	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Mar., 2011"	"2011/03"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Apr., 2011"	"2011/04"	12	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"May, 2011"	"2011/05"	25	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Jun., 2011"	"2011/06"	18	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Jul., 2011"	"2011/07"	17	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Aug., 2011"	"2011/08"	17	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Sep., 2011"	"2011/09"	14	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Oct., 2011"	"2011/10"	18	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Nov., 2011"	"2011/11"	13	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2011"	"2011"	"Dec., 2011"	"2011/12"	19	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Jan., 2012"	"2012/01"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Feb., 2012"	"2012/02"	21	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Mar., 2012"	"2012/03"	19	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Apr., 2012"	"2012/04"	21	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"May, 2012"	"2012/05"	21	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Jun., 2012"	"2012/06"	15	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Jul., 2012"	"2012/07"	20	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Aug., 2012"	"2012/08"	18	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Oct., 2012"	"2012/10"	19	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Nov., 2012"	"2012/11"	17	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2012"	"2012"	"Dec., 2012"	"2012/12"	16	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2013"	"2013"	"Jan., 2013"	"2013/01"	20	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	"2013"	"2013"	"Feb., 2013"	"2013/02"	17	Not Applicable	Not Applicable
